Produto,Estoque,Vendidos,Data_de_vendas,Vendedor,cidade,latitude,longitude,Preco_kg,Faturamento,Não_vendidos
Cana-de-açúcar,950,269,2026-11-13,Desconhecido,Salvador,-12.971399,-38.501305,1.28,344.32,1216.0
Milho,707,205,2026-11-14,Patrícia,Brasília,-15.794229,-47.882166,1.09,223.45,770.6300000000001
Cana-de-açúcar,535,233,2026-11-15,Ana,São Paulo,-23.55052,-46.633308,1.28,298.24,684.8000000000001
Algodão,977,100,2026-11-16,Maria,Belo Horizonte,-19.924502,-43.935237,17.68,1768.0,17273.36
Trigo,486,64,2026-11-17,Desconhecido,São Paulo,-23.55052,-46.633308,1.42,90.88,690.12
Arroz,474,478,2026-11-18,Carlos,Salvador,-12.971399,-38.501305,1.56,745.6800000000001,739.44
Café,622,226,2026-11-19,Maria,Recife,-8.04756,-34.877,38.57,8716.82,23990.54
Algodão,292,163,2026-11-20,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,17.68,2881.84,5162.56
Arroz,773,113,2026-11-21,Desconhecido,Recife,-8.04756,-34.877,1.56,176.28,1205.88
Café,447,183,2026-11-22,Fernanda,São Paulo,-23.55052,-46.633308,38.57,7058.31,17240.79
Arroz,780,424,2026-11-23,Ricardo,Brasília,-15.794229,-47.882166,1.56,661.44,1216.8
Soja,149,275,2026-11-24,Ricardo,Curitiba,-25.428954,-49.267137,2.33,640.75,347.17
Arroz,74,74,2026-11-25,Desconhecido,Belo Horizonte,-19.924502,-43.935237,1.56,115.44,115.44
Arroz,739,361,2026-11-26,João,Recife,-8.04756,-34.877,1.56,563.16,1152.84
Milho,357,304,2026-11-27,Pedro,Porto Alegre,-30.034647,-51.217658,1.09,331.36,389.13000000000005
Arroz,803,18,2026-11-28,Fernanda,Recife,-8.04756,-34.877,1.56,28.08,1252.68
Milho,82,485,2026-11-29,Maria,Brasília,-15.794229,-47.882166,1.09,528.6500000000001,89.38000000000001
Soja,657,413,2026-11-30,Ricardo,Fortaleza,-3.71722,-38.5434,2.33,962.29,1530.81
Arroz,824,401,2026-12-01,João,Salvador,-12.971399,-38.501305,1.56,625.5600000000001,1285.44
Milho,774,121,2026-12-02,João,Manaus,-3.10194,-60.025,1.09,131.89,843.6600000000001
Algodão,554,167,2026-12-03,Carlos,Belo Horizonte,-19.924502,-43.935237,17.68,2952.56,9794.72
Café,623,188,2026-12-04,Carlos,Recife,-8.04756,-34.877,38.57,7251.16,24029.11
Algodão,462,462,2026-12-05,Ricardo,Belo Horizonte,-19.924502,-43.935237,17.68,8168.16,8168.16
Trigo,930,72,2026-12-06,Ana,São Paulo,-23.55052,-46.633308,1.42,102.24,1320.6
Milho,390,159,2026-12-07,Fernanda,São Paulo,-23.55052,-46.633308,1.09,173.31,425.1
Soja,584,102,2026-12-08,João,Belo Horizonte,-19.924502,-43.935237,2.33,237.66,1360.72
Algodão,642,45,2026-12-09,Pedro,Salvador,-12.971399,-38.501305,17.68,795.6,11350.56
Trigo,19,418,2026-12-10,Patrícia,São Paulo,-23.55052,-46.633308,1.42,593.56,26.98
Algodão,602,108,2026-12-11,Patrícia,Rio de Janeiro,-22.906847,-43.172896,17.68,1909.44,10643.36
Soja,496,258,2026-12-12,Pedro,Brasília,-15.794229,-47.882166,2.33,601.14,1155.68
Arroz,851,131,2026-12-13,João,Rio de Janeiro,-22.906847,-43.172896,1.56,204.36,1327.56
Cana-de-açúcar,726,192,2026-12-14,João,Manaus,-3.10194,-60.025,1.28,245.76,929.28
Café,514,2,2026-12-15,Pedro,Manaus,-3.10194,-60.025,38.57,77.14,19824.98
Arroz,266,49,2026-12-16,Fernanda,Belo Horizonte,-19.924502,-43.935237,1.56,76.44,414.96
Cana-de-açúcar,249,91,2026-12-17,João,Fortaleza,-3.71722,-38.5434,1.28,116.48,318.72
Soja,54,54,2026-12-18,Ana,Recife,-8.04756,-34.877,2.33,125.82,125.82
Algodão,598,13,2026-12-19,Carlos,Salvador,-12.971399,-38.501305,17.68,229.84,10572.64
Algodão,957,957,2026-12-20,Patrícia,Rio de Janeiro,-22.906847,-43.172896,17.68,16919.76,16919.76
Algodão,508,508,2026-12-21,João,Brasília,-15.794229,-47.882166,17.68,8981.44,8981.44
Algodão,289,234,2026-12-22,Ana,Rio de Janeiro,-22.906847,-43.172896,17.68,4137.12,5109.52
Cana-de-açúcar,793,425,2026-12-23,Carlos,Recife,-8.04756,-34.877,1.28,544.0,1015.04
Algodão,389,353,2026-12-24,Patrícia,Fortaleza,-3.71722,-38.5434,17.68,6241.04,6877.52
Trigo,844,356,2026-12-25,João,Brasília,-15.794229,-47.882166,1.42,505.52,1198.48
Arroz,815,301,2026-12-26,Maria,Manaus,-3.10194,-60.025,1.56,469.56,1271.4
Cana-de-açúcar,558,57,2026-12-27,Patrícia,Recife,-8.04756,-34.877,1.28,72.96000000000001,714.24
Arroz,947,435,2026-12-28,Patrícia,Fortaleza,-3.71722,-38.5434,1.56,678.6,1477.3200000000002
Soja,838,280,2026-12-29,Fernanda,Rio de Janeiro,-22.906847,-43.172896,2.33,652.4,1952.54
Soja,260,479,2026-12-30,Ana,Porto Alegre,-30.034647,-51.217658,2.33,1116.07,605.8000000000001
Arroz,770,770,2026-12-31,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.56,1201.2,1201.2
Milho,820,108,2027-01-01,Carlos,Manaus,-3.10194,-60.025,1.09,117.72,893.8000000000001
Algodão,593,272,2027-01-02,Ricardo,Recife,-8.04756,-34.877,17.68,4808.96,10484.24
Cana-de-açúcar,245,150,2027-01-03,Maria,Belo Horizonte,-19.924502,-43.935237,1.28,192.0,313.6
Trigo,665,243,2027-01-04,Ricardo,Rio de Janeiro,-22.906847,-43.172896,1.42,345.06,944.3
Café,364,470,2027-01-05,Patrícia,São Paulo,-23.55052,-46.633308,38.57,18127.9,14039.48
Algodão,274,183,2027-01-06,Fernanda,Manaus,-3.10194,-60.025,17.68,3235.44,4844.32
Trigo,334,491,2027-01-07,Ricardo,Curitiba,-25.428954,-49.267137,1.42,697.2199999999999,474.28
Trigo,168,168,2027-01-08,Carlos,Manaus,-3.10194,-60.025,1.42,238.56,238.56
Algodão,259,259,2027-01-09,Ana,Belo Horizonte,-19.924502,-43.935237,17.68,4579.12,4579.12
Café,380,198,2027-01-10,Patrícia,Curitiba,-25.428954,-49.267137,38.57,7636.86,14656.6
Cana-de-açúcar,954,20,2027-01-11,Desconhecido,Recife,-8.04756,-34.877,1.28,25.6,1221.12
Soja,716,469,2027-01-12,Ana,São Paulo,-23.55052,-46.633308,2.33,1092.77,1668.28
Trigo,233,495,2027-01-13,Ricardo,Manaus,-3.10194,-60.025,1.42,702.9,330.86
Café,811,11,2027-01-14,Desconhecido,Manaus,-3.10194,-60.025,38.57,424.27,31280.27
Algodão,190,423,2027-01-15,Carlos,Recife,-8.04756,-34.877,17.68,7478.64,3359.2
Soja,182,273,2027-01-16,Pedro,Curitiba,-25.428954,-49.267137,2.33,636.09,424.06
Soja,487,139,2027-01-17,Carlos,Curitiba,-25.428954,-49.267137,2.33,323.87,1134.71
Cana-de-açúcar,389,109,2027-01-18,Maria,Fortaleza,-3.71722,-38.5434,1.28,139.52,497.92
Milho,171,380,2027-01-19,Patrícia,Rio de Janeiro,-22.906847,-43.172896,1.09,414.2000000000001,186.39
Café,360,198,2027-01-20,Maria,Brasília,-15.794229,-47.882166,38.57,7636.86,13885.2
Algodão,118,118,2027-01-21,Pedro,Porto Alegre,-30.034647,-51.217658,17.68,2086.24,2086.24
Algodão,577,53,2027-01-22,João,Fortaleza,-3.71722,-38.5434,17.68,937.04,10201.36
Trigo,461,93,2027-01-23,Maria,São Paulo,-23.55052,-46.633308,1.42,132.06,654.62
Arroz,656,187,2027-01-24,Maria,São Paulo,-23.55052,-46.633308,1.56,291.72,1023.36
Café,391,417,2027-01-25,Fernanda,Brasília,-15.794229,-47.882166,38.57,16083.69,15080.87
Soja,661,451,2027-01-26,Pedro,Rio de Janeiro,-22.906847,-43.172896,2.33,1050.83,1540.13
Algodão,912,142,2027-01-27,Ricardo,Belo Horizonte,-19.924502,-43.935237,17.68,2510.56,16124.16
Soja,833,249,2027-01-28,Patrícia,Brasília,-15.794229,-47.882166,2.33,580.1700000000001,1940.89
Cana-de-açúcar,469,310,2027-01-29,Ricardo,São Paulo,-23.55052,-46.633308,1.28,396.8,600.32
Milho,217,247,2027-01-30,João,Manaus,-3.10194,-60.025,1.09,269.23,236.53000000000003
Café,357,357,2027-01-31,Ricardo,Belo Horizonte,-19.924502,-43.935237,38.57,13769.49,13769.49
Soja,636,362,2027-02-01,Ricardo,Manaus,-3.10194,-60.025,2.33,843.46,1481.88
Trigo,179,375,2027-02-02,Ana,Rio de Janeiro,-22.906847,-43.172896,1.42,532.5,254.18
Trigo,354,354,2027-02-03,João,Curitiba,-25.428954,-49.267137,1.42,502.68,502.68
Trigo,241,399,2027-02-04,Patrícia,Belo Horizonte,-19.924502,-43.935237,1.42,566.5799999999999,342.22
Algodão,754,754,2027-02-05,Pedro,Recife,-8.04756,-34.877,17.68,13330.72,13330.72
Milho,419,238,2027-02-06,Patrícia,São Paulo,-23.55052,-46.633308,1.09,259.42,456.71
Trigo,121,376,2027-02-07,Fernanda,Fortaleza,-3.71722,-38.5434,1.42,533.92,171.82
Café,786,221,2027-02-08,João,Curitiba,-25.428954,-49.267137,38.57,8523.97,30316.02
Cana-de-açúcar,383,486,2027-02-09,Desconhecido,Belo Horizonte,-19.924502,-43.935237,1.28,622.08,490.24
Arroz,279,140,2027-02-10,Pedro,Curitiba,-25.428954,-49.267137,1.56,218.4,435.24
Trigo,965,24,2027-02-11,Patrícia,Salvador,-12.971399,-38.501305,1.42,34.08,1370.3
Algodão,960,343,2027-02-12,Ana,Fortaleza,-3.71722,-38.5434,17.68,6064.24,16972.8
Arroz,243,322,2027-02-13,Pedro,Salvador,-12.971399,-38.501305,1.56,502.32,379.08
Milho,174,174,2027-02-14,Carlos,São Paulo,-23.55052,-46.633308,1.09,189.66000000000005,189.66000000000005
Arroz,530,530,2027-02-15,Carlos,Porto Alegre,-30.034647,-51.217658,1.56,826.8000000000001,826.8000000000001
Café,210,36,2027-02-16,Ana,Rio de Janeiro,-22.906847,-43.172896,38.57,1388.52,8099.7
Café,752,752,2027-02-17,Carlos,Fortaleza,-3.71722,-38.5434,38.57,29004.64,29004.64
Arroz,568,311,2027-02-18,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.56,485.16,886.08
Trigo,540,244,2027-02-19,Fernanda,Salvador,-12.971399,-38.501305,1.42,346.48,766.8
Soja,84,95,2027-02-20,Ana,Salvador,-12.971399,-38.501305,2.33,221.35,195.72
Soja,334,320,2027-02-21,Carlos,Manaus,-3.10194,-60.025,2.33,745.6,778.22
Trigo,645,429,2027-02-22,Ana,Porto Alegre,-30.034647,-51.217658,1.42,609.18,915.9
Trigo,472,472,2027-02-23,Ricardo,Fortaleza,-3.71722,-38.5434,1.42,670.24,670.24
Cana-de-açúcar,547,286,2027-02-24,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.28,366.08,700.16
Trigo,141,213,2027-02-25,Ricardo,Salvador,-12.971399,-38.501305,1.42,302.46,200.22
Cana-de-açúcar,669,349,2027-02-26,João,Porto Alegre,-30.034647,-51.217658,1.28,446.72,856.32
Arroz,768,461,2027-02-27,João,São Paulo,-23.55052,-46.633308,1.56,719.16,1198.08
Café,559,445,2027-02-28,Patrícia,Recife,-8.04756,-34.877,38.57,17163.65,21560.63
Cana-de-açúcar,331,354,2027-03-01,Fernanda,Curitiba,-25.428954,-49.267137,1.28,453.12,423.68
Café,223,223,2027-03-02,Maria,Salvador,-12.971399,-38.501305,38.57,8601.11,8601.11
Cana-de-açúcar,549,17,2027-03-03,Patrícia,Manaus,-3.10194,-60.025,1.28,21.76,702.72
Soja,857,260,2027-03-04,João,Rio de Janeiro,-22.906847,-43.172896,2.33,605.8000000000001,1996.81
Milho,184,188,2027-03-05,Fernanda,Curitiba,-25.428954,-49.267137,1.09,204.92,200.56
Café,61,380,2027-03-06,Desconhecido,Brasília,-15.794229,-47.882166,38.57,14656.6,2352.77
Trigo,24,358,2027-03-07,João,Brasília,-15.794229,-47.882166,1.42,508.36,34.08
Soja,353,353,2027-03-08,Fernanda,Manaus,-3.10194,-60.025,2.33,822.49,822.49
Milho,284,490,2027-03-09,Pedro,Recife,-8.04756,-34.877,1.09,534.1,309.56
Milho,788,283,2027-03-10,Ana,Belo Horizonte,-19.924502,-43.935237,1.09,308.47,858.9200000000001
Soja,135,28,2027-03-11,Desconhecido,Brasília,-15.794229,-47.882166,2.33,65.24000000000001,314.55
Café,480,38,2027-03-12,Pedro,Fortaleza,-3.71722,-38.5434,38.57,1465.66,18513.6
Milho,234,390,2027-03-13,Pedro,Porto Alegre,-30.034647,-51.217658,1.09,425.1,255.06000000000003
Trigo,722,65,2027-03-14,Fernanda,Salvador,-12.971399,-38.501305,1.42,92.3,1025.24
Cana-de-açúcar,912,106,2027-03-15,Desconhecido,Curitiba,-25.428954,-49.267137,1.28,135.68,1167.36
Algodão,361,114,2027-03-16,João,Manaus,-3.10194,-60.025,17.68,2015.52,6382.48
Cana-de-açúcar,585,437,2027-03-17,Patrícia,Recife,-8.04756,-34.877,1.28,559.36,748.8000000000001
Milho,930,462,2027-03-18,Carlos,Curitiba,-25.428954,-49.267137,1.09,503.58,1013.7
Soja,157,260,2027-03-19,Carlos,Curitiba,-25.428954,-49.267137,2.33,605.8000000000001,365.81
Cana-de-açúcar,490,365,2027-03-20,João,Salvador,-12.971399,-38.501305,1.28,467.2,627.2
Cana-de-açúcar,866,150,2027-03-21,Pedro,Belo Horizonte,-19.924502,-43.935237,1.28,192.0,1108.48
Milho,487,364,2027-03-22,Pedro,Brasília,-15.794229,-47.882166,1.09,396.7600000000001,530.83
Arroz,126,95,2027-03-23,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,1.56,148.20000000000002,196.56
Café,98,232,2027-03-24,Ana,Porto Alegre,-30.034647,-51.217658,38.57,8948.24,3779.86
Trigo,255,126,2027-03-24,Desconhecido,Manaus,-3.10194,-60.025,1.42,178.92,362.1
Soja,1,1,2027-03-26,Maria,Rio de Janeiro,-22.906847,-43.172896,2.33,2.33,2.33
Trigo,638,90,2027-03-27,Maria,Recife,-8.04756,-34.877,1.42,127.8,905.96
Trigo,368,368,2027-03-28,Maria,Recife,-8.04756,-34.877,1.42,522.56,522.56
Café,575,575,2027-03-29,Fernanda,Belo Horizonte,-19.924502,-43.935237,38.57,22177.75,22177.75
Soja,439,228,2027-03-30,Patrícia,Belo Horizonte,-19.924502,-43.935237,2.33,531.24,1022.87
Trigo,443,102,2027-03-31,Maria,Manaus,-3.10194,-60.025,1.42,144.84,629.06
Cana-de-açúcar,737,737,2027-04-01,Patrícia,Belo Horizonte,-19.924502,-43.935237,1.28,943.36,943.36
Arroz,554,354,2027-04-02,Desconhecido,Manaus,-3.10194,-60.025,1.56,552.24,864.24
Café,499,493,2027-04-03,Carlos,Fortaleza,-3.71722,-38.5434,38.57,19015.01,19246.43
Milho,875,291,2027-04-04,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.09,317.19,953.75
Arroz,941,376,2027-04-05,João,Porto Alegre,-30.034647,-51.217658,1.56,586.5600000000001,1467.96
Trigo,458,22,2027-04-06,João,Belo Horizonte,-19.924502,-43.935237,1.42,31.24,650.36
Arroz,903,903,2027-04-07,Ricardo,Fortaleza,-3.71722,-38.5434,1.56,1408.68,1408.68
Soja,393,82,2027-04-08,Desconhecido,São Paulo,-23.55052,-46.633308,2.33,191.06,915.69
Algodão,447,447,2027-04-09,Maria,Belo Horizonte,-19.924502,-43.935237,17.68,7902.96,7902.96
Cana-de-açúcar,429,429,2027-04-10,Maria,Brasília,-15.794229,-47.882166,1.28,549.12,549.12
Arroz,758,426,2027-04-11,Carlos,Salvador,-12.971399,-38.501305,1.56,664.5600000000001,1182.48
Trigo,964,193,2027-04-12,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.42,274.06,1368.88
Arroz,794,53,2027-04-13,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.56,82.68,1238.64
Soja,87,319,2027-04-14,Maria,Brasília,-15.794229,-47.882166,2.33,743.27,202.71
Café,928,143,2027-04-15,Carlos,Recife,-8.04756,-34.877,38.57,5515.51,35792.96
Algodão,984,345,2027-04-16,Fernanda,Manaus,-3.10194,-60.025,17.68,6099.599999999999,17397.12
Milho,753,335,2027-04-17,Patrícia,Porto Alegre,-30.034647,-51.217658,1.09,365.15,820.7700000000001
Arroz,790,790,2027-04-18,Ricardo,São Paulo,-23.55052,-46.633308,1.56,1232.4,1232.4
Café,274,274,2027-04-19,Patrícia,Brasília,-15.794229,-47.882166,38.57,10568.18,10568.18
Algodão,753,35,2027-04-20,Carlos,Recife,-8.04756,-34.877,17.68,618.8,13313.04
Café,711,163,2027-04-21,Maria,Recife,-8.04756,-34.877,38.57,6286.91,27423.27
Cana-de-açúcar,68,163,2027-04-22,Fernanda,Curitiba,-25.428954,-49.267137,1.28,208.64,87.04
Café,151,444,2027-04-23,Pedro,Curitiba,-25.428954,-49.267137,38.57,17125.08,5824.07
Soja,429,429,2027-04-24,Carlos,Salvador,-12.971399,-38.501305,2.33,999.57,999.57
Algodão,146,391,2027-04-25,Patrícia,Manaus,-3.10194,-60.025,17.68,6912.88,2581.28
Milho,398,144,2027-04-26,Pedro,Curitiba,-25.428954,-49.267137,1.09,156.96,433.8200000000001
Algodão,697,53,2027-04-27,Fernanda,Salvador,-12.971399,-38.501305,17.68,937.04,12322.96
Arroz,575,295,2027-04-28,Pedro,Porto Alegre,-30.034647,-51.217658,1.56,460.2,897.0
Milho,495,340,2027-04-29,Maria,São Paulo,-23.55052,-46.633308,1.09,370.6,539.5500000000001
Milho,207,242,2027-04-30,Ana,Belo Horizonte,-19.924502,-43.935237,1.09,263.78000000000003,225.63
Café,1,1,2027-05-01,Carlos,Salvador,-12.971399,-38.501305,38.57,38.57,38.57
Soja,521,205,2027-05-02,Fernanda,Salvador,-12.971399,-38.501305,2.33,477.65,1213.93
Arroz,419,405,2027-05-03,Pedro,São Paulo,-23.55052,-46.633308,1.56,631.8000000000001,653.64
Cana-de-açúcar,579,460,2027-05-04,Maria,Brasília,-15.794229,-47.882166,1.28,588.8000000000001,741.12
Algodão,2,474,2027-05-05,Ana,São Paulo,-23.55052,-46.633308,17.68,8380.32,35.36
Trigo,69,335,2027-05-06,Pedro,Recife,-8.04756,-34.877,1.42,475.7,97.98
Arroz,72,72,2027-05-07,João,Porto Alegre,-30.034647,-51.217658,1.56,112.32,112.32
Arroz,944,321,2027-05-08,João,São Paulo,-23.55052,-46.633308,1.56,500.76,1472.64
Cana-de-açúcar,167,391,2027-05-09,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.28,500.48,213.76
Soja,392,65,2027-05-10,Patrícia,Curitiba,-25.428954,-49.267137,2.33,151.45000000000002,913.36
Arroz,885,42,2027-05-11,Carlos,Manaus,-3.10194,-60.025,1.56,65.52,1380.6
Algodão,28,118,2027-05-12,Desconhecido,Curitiba,-25.428954,-49.267137,17.68,2086.24,495.04
Soja,315,445,2027-05-13,Carlos,Curitiba,-25.428954,-49.267137,2.33,1036.85,733.95
Soja,24,295,2027-05-14,Patrícia,Salvador,-12.971399,-38.501305,2.33,687.35,55.92
Algodão,628,156,2027-05-15,Ricardo,São Paulo,-23.55052,-46.633308,17.68,2758.08,11103.04
Soja,111,192,2027-05-16,Ana,Recife,-8.04756,-34.877,2.33,447.36,258.63
Algodão,971,493,2027-05-17,Fernanda,São Paulo,-23.55052,-46.633308,17.68,8716.24,17167.28
Trigo,440,2,2027-05-18,Ricardo,Curitiba,-25.428954,-49.267137,1.42,2.84,624.8
Soja,326,497,2027-05-19,Pedro,Recife,-8.04756,-34.877,2.33,1158.01,759.58
Arroz,477,43,2027-05-20,Fernanda,Porto Alegre,-30.034647,-51.217658,1.56,67.08,744.12
Café,535,131,2027-05-21,Ana,Manaus,-3.10194,-60.025,38.57,5052.67,20634.95
Milho,890,491,2027-05-22,Carlos,Porto Alegre,-30.034647,-51.217658,1.09,535.19,970.1
Arroz,32,97,2027-05-23,Ricardo,Porto Alegre,-30.034647,-51.217658,1.56,151.32,49.92
Algodão,841,338,2027-05-24,João,São Paulo,-23.55052,-46.633308,17.68,5975.84,14868.88
Trigo,681,14,2027-05-25,Fernanda,Manaus,-3.10194,-60.025,1.42,19.88,967.02
Soja,860,408,2027-05-26,Desconhecido,São Paulo,-23.55052,-46.633308,2.33,950.64,2003.8
Milho,642,127,2027-05-27,Pedro,Fortaleza,-3.71722,-38.5434,1.09,138.43,699.7800000000001
Soja,248,61,2027-05-28,Ricardo,São Paulo,-23.55052,-46.633308,2.33,142.13,577.84
Soja,553,120,2027-05-29,Patrícia,Belo Horizonte,-19.924502,-43.935237,2.33,279.6,1288.49
Café,881,45,2027-05-30,Pedro,Salvador,-12.971399,-38.501305,38.57,1735.65,33980.17
Cana-de-açúcar,159,219,2027-05-31,Ana,Belo Horizonte,-19.924502,-43.935237,1.28,280.32,203.52
Trigo,736,258,2027-06-01,Patrícia,Brasília,-15.794229,-47.882166,1.42,366.36,1045.12
Cana-de-açúcar,395,194,2027-06-02,João,Brasília,-15.794229,-47.882166,1.28,248.32,505.6
Trigo,511,87,2027-06-03,Patrícia,Curitiba,-25.428954,-49.267137,1.42,123.54,725.62
Milho,297,297,2027-06-04,Ana,Curitiba,-25.428954,-49.267137,1.09,323.73,323.73
Arroz,115,108,2027-06-05,Pedro,Brasília,-15.794229,-47.882166,1.56,168.48000000000002,179.4
Milho,194,194,2027-06-06,Carlos,Fortaleza,-3.71722,-38.5434,1.09,211.46,211.46
Cana-de-açúcar,761,72,2027-06-07,João,Brasília,-15.794229,-47.882166,1.28,92.16,974.08
Arroz,335,428,2027-06-08,Patrícia,Brasília,-15.794229,-47.882166,1.56,667.6800000000001,522.6
Trigo,684,342,2027-06-09,Ana,Belo Horizonte,-19.924502,-43.935237,1.42,485.64,971.28
Arroz,843,204,2027-06-10,Patrícia,Porto Alegre,-30.034647,-51.217658,1.56,318.24,1315.0800000000002
Milho,649,113,2027-06-11,Fernanda,Fortaleza,-3.71722,-38.5434,1.09,123.17000000000002,707.4100000000001
Soja,641,122,2027-06-12,Patrícia,Recife,-8.04756,-34.877,2.33,284.26,1493.53
Café,53,402,2027-06-13,Maria,Curitiba,-25.428954,-49.267137,38.57,15505.14,2044.21
Algodão,562,562,2027-06-14,Carlos,Curitiba,-25.428954,-49.267137,17.68,9936.16,9936.16
Soja,903,328,2027-06-15,Patrícia,Fortaleza,-3.71722,-38.5434,2.33,764.24,2103.99
Arroz,516,477,2027-06-16,Desconhecido,Porto Alegre,-30.034647,-51.217658,1.56,744.12,804.96
Soja,556,185,2027-06-17,Ricardo,Recife,-8.04756,-34.877,2.33,431.05,1295.48
Soja,546,204,2027-06-18,Pedro,São Paulo,-23.55052,-46.633308,2.33,475.32,1272.18
Arroz,781,423,2027-06-19,Maria,Curitiba,-25.428954,-49.267137,1.56,659.88,1218.36
Soja,556,22,2027-06-20,Pedro,Manaus,-3.10194,-60.025,2.33,51.260000000000005,1295.48
Milho,835,473,2027-06-21,Maria,Brasília,-15.794229,-47.882166,1.09,515.57,910.15
Café,387,220,2027-06-22,Maria,Belo Horizonte,-19.924502,-43.935237,38.57,8485.4,14926.59
Café,579,16,2027-06-23,Maria,Belo Horizonte,-19.924502,-43.935237,38.57,617.12,22332.03
Algodão,439,268,2027-06-24,Maria,Fortaleza,-3.71722,-38.5434,17.68,4738.24,7761.519999999999
Cana-de-açúcar,766,73,2027-06-25,Patrícia,São Paulo,-23.55052,-46.633308,1.28,93.44,980.48
Café,585,4,2027-06-26,Patrícia,Rio de Janeiro,-22.906847,-43.172896,38.57,154.28,22563.45
Arroz,424,240,2027-06-27,Maria,Manaus,-3.10194,-60.025,1.56,374.4,661.44
Cana-de-açúcar,154,5,2027-06-28,Maria,Curitiba,-25.428954,-49.267137,1.28,6.4,197.12
Cana-de-açúcar,565,303,2027-06-29,Ricardo,Rio de Janeiro,-22.906847,-43.172896,1.28,387.84,723.2
Cana-de-açúcar,711,477,2027-06-30,João,Belo Horizonte,-19.924502,-43.935237,1.28,610.5600000000001,910.08
Cana-de-açúcar,572,179,2027-07-01,Maria,Salvador,-12.971399,-38.501305,1.28,229.12,732.16
Milho,33,386,2027-07-02,Ana,Salvador,-12.971399,-38.501305,1.09,420.74,35.970000000000006
Arroz,971,441,2027-07-03,Carlos,Fortaleza,-3.71722,-38.5434,1.56,687.96,1514.76
Soja,903,424,2027-07-04,Patrícia,Recife,-8.04756,-34.877,2.33,987.92,2103.99
Soja,590,590,2027-07-05,Fernanda,Rio de Janeiro,-22.906847,-43.172896,2.33,1374.7,1374.7
Arroz,173,220,2027-07-06,Patrícia,Porto Alegre,-30.034647,-51.217658,1.56,343.2,269.88
Café,717,1,2027-07-07,Fernanda,Brasília,-15.794229,-47.882166,38.57,38.57,27654.69
Trigo,143,257,2027-07-08,Ana,Recife,-8.04756,-34.877,1.42,364.94,203.06
Soja,411,411,2027-07-09,Patrícia,Rio de Janeiro,-22.906847,-43.172896,2.33,957.63,957.63
Milho,859,32,2027-07-10,Ricardo,Brasília,-15.794229,-47.882166,1.09,34.88,936.31
Soja,365,464,2027-07-11,Carlos,Recife,-8.04756,-34.877,2.33,1081.12,850.45
Soja,172,19,2027-07-12,Ana,Fortaleza,-3.71722,-38.5434,2.33,44.27,400.76
Milho,532,461,2027-07-13,Pedro,Recife,-8.04756,-34.877,1.09,502.49,579.88
Café,522,114,2027-07-14,Desconhecido,Recife,-8.04756,-34.877,38.57,4396.9800000000005,20133.54
Soja,677,389,2027-07-15,João,Recife,-8.04756,-34.877,2.33,906.37,1577.41
Soja,650,484,2027-07-16,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,2.33,1127.72,1514.5
Trigo,593,593,2027-07-17,Fernanda,Curitiba,-25.428954,-49.267137,1.42,842.06,842.06
Cana-de-açúcar,839,444,2027-07-18,Patrícia,Rio de Janeiro,-22.906847,-43.172896,1.28,568.32,1073.92
Milho,428,316,2027-07-19,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.09,344.44,466.52
Algodão,458,43,2027-07-20,Pedro,Salvador,-12.971399,-38.501305,17.68,760.24,8097.44
Milho,866,69,2027-07-21,Patrícia,São Paulo,-23.55052,-46.633308,1.09,75.21000000000001,943.94
Café,703,169,2027-07-22,Desconhecido,Fortaleza,-3.71722,-38.5434,38.57,6518.33,27114.71
Algodão,331,31,2027-07-23,João,Porto Alegre,-30.034647,-51.217658,17.68,548.08,5852.08
Café,942,223,2027-07-24,Pedro,Curitiba,-25.428954,-49.267137,38.57,8601.11,36332.94
Trigo,811,111,2027-07-25,Desconhecido,Recife,-8.04756,-34.877,1.42,157.62,1151.62
Arroz,645,26,2027-07-26,Ana,Fortaleza,-3.71722,-38.5434,1.56,40.56,1006.2
Algodão,838,246,2027-07-27,Maria,Curitiba,-25.428954,-49.267137,17.68,4349.28,14815.84
Soja,530,445,2027-07-28,Maria,Fortaleza,-3.71722,-38.5434,2.33,1036.85,1234.9
Café,445,74,2027-07-29,Patrícia,São Paulo,-23.55052,-46.633308,38.57,2854.18,17163.65
Trigo,122,306,2027-07-30,Fernanda,Recife,-8.04756,-34.877,1.42,434.52,173.23999999999998
Soja,216,454,2027-07-31,Ana,Porto Alegre,-30.034647,-51.217658,2.33,1057.82,503.28
Trigo,528,5,2027-08-01,Pedro,São Paulo,-23.55052,-46.633308,1.42,7.1,749.76
Arroz,419,419,2027-08-02,João,Fortaleza,-3.71722,-38.5434,1.56,653.64,653.64
